seq_ID,cnt1,cnt2,cnt3,cnt4,cnt5,opt1,opt2,opt3,opt4,opt5,fun1,fun2,fun3,fun4,fun5,file_old,file_new,min_flag
19.0,5392.0,5383.0,5389.0,5425.0,0.0,1.0,1.0,2.0,1.0,0.0,5392.0,3702.0,812.0,3213.0,0.0,3rr2epo.00012,3rr2epo.00019,1.0
20.0,5392.0,5540.0,5425.0,5322.0,0.0,1.0,2.0,1.0,4.0,0.0,5392.0,3971.0,3213.0,2703.0,0.0,3rr2epo.00007,3rr2epo.00020,1.0
21.0,5454.0,2067.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5454.0,2067.0,0.0,0.0,0.0,3rr2epo.00003,3rr2epo.00021,1.0
22.0,5392.0,5450.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5392.0,812.0,0.0,0.0,0.0,3rr2epo.00001,3rr2epo.00022,1.0
23.0,5454.0,2067.0,3816.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,5454.0,2067.0,3535.0,0.0,0.0,3rr2epo.00021,3rr2epo.00023,1.0
24.0,5392.0,5567.0,5386.0,5580.0,0.0,1.0,4.0,2.0,2.0,0.0,5392.0,3118.0,3971.0,812.0,0.0,3rr2epo.00008,3rr2epo.00024,1.0
25.0,5392.0,5567.0,5565.0,5521.0,5322.0,1.0,4.0,4.0,1.0,4.0,5392.0,3118.0,3820.0,3702.0,2703.0,3rr2epo.00015,3rr2epo.00025,1.0
26.0,5392.0,5540.0,5425.0,5322.0,5324.0,1.0,2.0,1.0,4.0,4.0,5392.0,3971.0,3213.0,2703.0,3820.0,3rr2epo.00020,3rr2epo.00026,1.0
27.0,5392.0,5540.0,5335.0,5365.0,0.0,1.0,2.0,1.0,4.0,0.0,5392.0,3971.0,3213.0,1948.0,0.0,3rr2epo.00006,3rr2epo.00027,1.0
28.0,5392.0,5383.0,5399.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,5392.0,3702.0,3971.0,0.0,0.0,3rr2epo.00009,3rr2epo.00028,1.0
29.0,5392.0,5567.0,5386.0,5580.0,5275.0,1.0,4.0,2.0,2.0,1.0,5392.0,3118.0,3971.0,812.0,426.0,3rr2epo.00024,3rr2epo.00029,1.0
30.0,5392.0,5540.0,5282.0,5292.0,0.0,1.0,2.0,1.0,2.0,0.0,5392.0,3971.0,3702.0,227.0,0.0,3rr2epo.00017,3rr2epo.00030,1.0
31.0,5361.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,data.3rr2epo,3rr2epo.00031,1.0
